id,title,link,author,publication_date,source,verdict,rating,price
1322,Range Rover Sport review – comfortable and good to drive,https://www.carbuyer.co.uk/land-rover/range-rover-sport,"Charlie Harvey, Tom Gumbrell",2025-02-19,Carbuyer,,4.4,
1323,BYD Seal U review – spacious plug-in hybrid SUV for under £40k,https://www.carbuyer.co.uk/byd/seal-u,"Charlie Harvey, Andy Goodwin",2025-02-20,Carbuyer,,3.9,33205
1324,"Ineos Grenadier review - a capable off-roader, but inefficient",https://www.carbuyer.co.uk/ineos/grenadier,Charlie Harvey,2025-02-20,Carbuyer,,3.5,56796
1325,"Ford Capri review – a comfortable, well-built EV",https://www.carbuyer.co.uk/ford/capri,"Charlie Harvey, Richard Ingram",2025-02-20,Carbuyer,,4.1,41475
1326,MG4 review – a great-value electric hatchback,https://www.carbuyer.co.uk/mg/mg4,"Charlie Harvey, Richard Ingram",2025-02-21,Carbuyer,,4.3,26985
1327,"Cupra Tavascan review – a stand-out EV, but not that fast",https://www.carbuyer.co.uk/cupra/tavascan,"Charlie Harvey, Andy Goodwin",2025-02-21,Carbuyer,,4.0,47340
1328,KGM Rexton SUV review – a tough seven-seat workhorse,https://www.carbuyer.co.uk/ssangyong/rexton,Andy Goodwin,2025-02-21,Carbuyer,,3.3,
1329,"Volkswagen ID.7 review - long range, but expensive",https://www.carbuyer.co.uk/volkswagen/id7,"Charlie Harvey, Andy Goodwin",2025-02-24,Carbuyer,,3.9,
1330,"KGM Actyon review – well-equipped, but flawed SUV",https://www.carbuyer.co.uk/kgm/actyon,"Charlie Harvey, Paul Barker",2025-02-25,Carbuyer,,3.7,
1331,Mercedes V-Class review – an MPV fit for VIPs,https://www.carbuyer.co.uk/mercedes/v-class,"Charlie Harvey, Alastair Crooks",2024-04-02,Carbuyer,,3.8,
1332,Peugeot E-2008 SUV review,https://www.carbuyer.co.uk/peugeot/e-2008,"Charlie Harvey, Antony Ingram",2023-11-20,Carbuyer,,4.0,35390
1333,Mercedes A 250 e hatchback review,https://www.carbuyer.co.uk/mercedes/a-class/a-250-e-hatchback,Andy Goodwin,2023-05-09,Carbuyer,,4.0,
1334,Subaru Solterra SUV review,https://www.carbuyer.co.uk/subaru/solterrra,Sam Naylor,2023-08-08,Carbuyer,,3.9,53085
1335,Tesla Model S hatchback review,https://www.carbuyer.co.uk/tesla/model-s,Tom Jervis,2023-01-17,Carbuyer,,4.0,
1336,Volvo V60 Recharge hybrid review,https://www.carbuyer.co.uk/volvo/v60/v60-recharge-hybrid,Andy Goodwin,2023-01-24,Carbuyer,,4.5,
1337,Kia XCeed hatchback review,https://www.carbuyer.co.uk/kia/xceed,"Ben Custard, Andy Goodwin",2023-02-21,Carbuyer,,4.1,
1338,Peugeot 508 SW estate review,https://www.carbuyer.co.uk/peugeot/508-estate,"Ben Hodges, Charlie Harvey",2023-03-07,Carbuyer,,4.0,
1339,Hyundai Ioniq Hybrid (2016-2022) review,https://www.carbuyer.co.uk/hyundai/ioniq,Ben Custard,2023-03-06,Carbuyer,,3.9,
1340,MINI Countryman SUV (2016–2023) review,https://www.carbuyer.co.uk/reviews/mini/countryman/suv/155981,"Ben Custard, Charlie Harvey",2023-03-14,Carbuyer,,4.1,
1341,Mercedes GLB SUV review,https://www.carbuyer.co.uk/mercedes/glb,Andy Goodwin,2023-03-16,Carbuyer,,4.0,39500
1342,Nissan Micra hatchback (2016-2022) review,https://www.carbuyer.co.uk/nissan/micra,Ben Custard,2023-03-20,Carbuyer,,3.3,
1343,Kia Stinger hatchback (2018-2022) review,https://www.carbuyer.co.uk/kia/stinger,Richard Ingram,2023-03-21,Carbuyer,,3.2,
1344,Volvo XC90 Recharge hybrid review,https://www.carbuyer.co.uk/volvo/xc90/xc90-hybrid,"Ben Custard, Charlie Harvey",2023-03-22,Carbuyer,,4.0,
1345,Mazda6 Tourer estate (2012-2022) review,https://www.carbuyer.co.uk/mazda/6/6-tourer-estate,Ben Custard,2023-03-23,Carbuyer,,3.7,
1346,Hyundai Kona Hybrid SUV review (2018-2023),https://www.carbuyer.co.uk/hyundai/kona/169690/hyundai-kona-hybrid-suv-review-2018-2023,Andy Goodwin,2023-03-23,Carbuyer,,3.3,26465
1347,Mazda6 saloon (2013-2022) review,https://www.carbuyer.co.uk/mazda/6,Richard Ingram,2023-03-24,Carbuyer,,3.7,
1348,Mercedes C-Class hybrid review,https://www.carbuyer.co.uk/mercedes/c-class/c-class-hybrid,"Tom Jervis, Richard Ingram",2023-03-29,Carbuyer,,4.3,
1349,DS 7 SUV review,https://www.carbuyer.co.uk/ds/7,"Andy Goodwin, James Brodie",2023-03-30,Carbuyer,,4.0,57580
1350,SsangYong Musso pickup review,https://www.carbuyer.co.uk/ssangyong/musso,"Ben Custard, Charlie Harvey",2023-03-31,Carbuyer,,3.8,
1351,Jeep Renegade SUV,https://www.carbuyer.co.uk/jeep/renegade,Andy Goodwin,2023-04-03,Carbuyer,,3.3,
1352,Mercedes E-Class hybrid review (2016-2023),https://www.carbuyer.co.uk/mercedes/e-class/e-class-hybrid,Andy Goodwin,2023-04-03,Carbuyer,,3.7,
1353,BMW 3 Series Touring estate review,https://www.carbuyer.co.uk/bmw/3-series/3-series-touring-estate,Andy Goodwin,2023-04-03,Carbuyer,,4.4,43250
1354,Mercedes GLS SUV,https://www.carbuyer.co.uk/mercedes/gls,Andy Goodwin,2023-04-04,Carbuyer,,4.3,109730
1355,Citroën Berlingo MPV review,https://www.carbuyer.co.uk/citroen/berlingo,Andy Goodwin,2023-04-04,Carbuyer,,3.7,
1356,Tesla Model X SUV review,https://www.carbuyer.co.uk/tesla/model-x,Andy Goodwin,2023-04-06,Carbuyer,,3.7,
1357,Suzuki Swace estate review,https://www.carbuyer.co.uk/suzuki-swace-estate,"Tom Jervis, Andy Goodwin",2023-04-04,Carbuyer,,4.1,
1361,Ford Focus Active hatchback review,https://www.carbuyer.co.uk/ford/focus/focus-active-hatchback,Sam Naylor,2023-04-14,Carbuyer,,4.1,
1362,Jeep Compass SUV review,https://www.carbuyer.co.uk/jeep/compass,Ben Custard,2023-04-18,Carbuyer,,3.1,
1363,Ford EcoSport review (2014-2023),https://www.carbuyer.co.uk/ford/ecosport,Andy Goodwin,2023-04-19,Carbuyer,,2.5,
1364,Mercedes B-Class MPV review,https://www.carbuyer.co.uk/mercedes/b-class,Andy Goodwin,2023-04-24,Carbuyer,,4.1,
1365,Kia Niro SUV review,https://www.carbuyer.co.uk/kia/niro,Sam Naylor,2023-04-28,Carbuyer,,4.3,30085
1366,Mercedes E-Class saloon review (2016-2023),https://www.carbuyer.co.uk/mercedes/e-class/152846/mercedes-e-class-saloon-review-2016-2023,Sam Naylor,2023-04-26,Carbuyer,,4.0,56960
1367,Range Rover Sport PHEV review,https://www.carbuyer.co.uk/land-rover/range-rover-sport/range-rover-sport-phev,"Sean Carson, Sam Naylor",2023-05-01,Carbuyer,,4.5,75855
1368,Maxus T90EV pickup review,https://www.carbuyer.co.uk/maxus/t90-ev,"Sam Naylor, Dean Gibson",2023-05-02,Carbuyer,,3.3,59995
1369,Ford Focus ST Estate review,https://www.carbuyer.co.uk/ford/focus/focus-st-estate,Ben Custard,2023-05-03,Carbuyer,,4.2,
1370,Alfa Romeo Stelvio SUV review,https://www.carbuyer.co.uk/alfa-romeo/stelvio,Andy Goodwin,2023-05-03,Carbuyer,,3.9,
1371,Maxus Mifa 9 MPV review,https://www.carbuyer.co.uk/maxus/mifa-9,Sam Naylor,2023-05-10,Carbuyer,,3.8,66091
1372,Kia Soul EV hatchback,https://www.carbuyer.co.uk/kia/soul/soul-ev,"Andy Goodwin, Tom Jervis",2023-05-15,Carbuyer,,4.0,
1373,Jeep Grand Cherokee SUV review,https://www.carbuyer.co.uk/jeep/grand-cherokee,Richard Ingram,2023-05-16,Carbuyer,,3.6,72874
1374,Kia Stonic SUV review,https://www.carbuyer.co.uk/kia/stonic,Andy Goodwin,2023-05-17,Carbuyer,,3.6,
1375,DS 9 saloon review,https://www.carbuyer.co.uk/ds/9,Charlie Harvey,2023-05-19,Carbuyer,,3.6,
1376,Suzuki Swift review (2017-2024),https://www.carbuyer.co.uk/suzuki/swift/156553/suzuki-swift-review-2017-2024,Charlie Harvey,2023-05-29,Carbuyer,,3.1,
1377,Kia ProCeed estate review,https://www.carbuyer.co.uk/kia/proceed,Andy Goodwin,2023-05-30,Carbuyer,,4.0,26855
1378,Mazda2 hatchback review,https://www.carbuyer.co.uk/mazda/2,"Ben Custard, Andy Goodwin",2023-06-05,Carbuyer,,3.4,18085
1379,MG HS review (2019-2024),https://www.carbuyer.co.uk/mg/hs/170237/mg-hs-review-2019-2024,"Sam Naylor, Andy Goodwin",2023-06-06,Carbuyer,,3.5,
1380,Citroen e-C4 X review,https://www.carbuyer.co.uk/citroen/c4/e-c4-x,"Andy Goodwin, Matt Robinson",2023-06-07,Carbuyer,,3.8,28705
1381,Alfa Romeo Giulia saloon review,https://www.carbuyer.co.uk/alfa-romeo/giulia,"Ben Custard, Andy Goodwin",2023-06-08,Carbuyer,,3.9,43070
1382,Mercedes A-Class saloon review,https://www.carbuyer.co.uk/mercedes/a-class/a-class-saloon,Andy Goodwin,2023-06-14,Carbuyer,,4.0,
1383,Nissan Leaf hatchback review,https://www.carbuyer.co.uk/nissan/leaf,Charlie Harvey,2023-06-27,Carbuyer,,4.1,
1384,Cupra Ateca SUV,https://www.carbuyer.co.uk/cupra/ateca,Richard Ingram,2023-06-26,Carbuyer,,3.8,
1385,BMW X1 SUV review,https://www.carbuyer.co.uk/bmw/x1,"Charlie Harvey, Richard Ingram",2023-06-28,Carbuyer,,4.2,36690
1386,Mercedes S-Class saloon review,https://www.carbuyer.co.uk/mercedes/s-class,"Andy Goodwin, Steve Fowler",2023-06-28,Carbuyer,,4.5,100290
1387,Volkswagen Amarok pickup review,https://www.carbuyer.co.uk/volkswagen/amarok,"Charlie Harvey, Dean Gibson",2023-06-29,Carbuyer,,4.1,41659
1388,Audi Q3 SUV review,https://www.carbuyer.co.uk/audi/q3,Andy Goodwin,2023-07-03,Carbuyer,,4.1,36295
1389,Ford Mustang Mach-E SUV review,https://www.carbuyer.co.uk/ford/mustang-mach-e,Andy Goodwin,2023-07-05,Carbuyer,,4.1,51420
1390,Kia Niro EV review,https://www.carbuyer.co.uk/kia/niro/niro-ev,"Sam Naylor, Andy Goodwin",2023-07-11,Carbuyer,,4.4,37325
1391,Mercedes GLC SUV review,https://www.carbuyer.co.uk/mercedes/glc,"Tom Jervis, Andy Goodwin",2023-07-18,Carbuyer,,4.2,25660
1392,Audi Q8 e-tron SUV review,https://www.carbuyer.co.uk/audi/q8-e-tron,"Richard Ingram, Sam Naylor",2023-07-13,Carbuyer,,4.0,
1393,Genesis G80 saloon review,https://www.carbuyer.co.uk/genesis/g80,Andy Goodwin,2023-07-18,Carbuyer,,4.0,76195
1394,Subaru Forester SUV review,https://www.carbuyer.co.uk/subaru/forester/168774/subaru-forester-suv-review,"Andy Goodwin, Alastair Crooks",2023-07-18,Carbuyer,,3.6,
1395,Toyota Corolla hatchback review,https://www.carbuyer.co.uk/toyota/corolla,"Tom Jervis, Sam Naylor",2023-07-19,Carbuyer,,4.3,
1396,Volvo C40 Recharge SUV review,https://www.carbuyer.co.uk/volvo/c40,Richard Ingram,2023-07-27,Carbuyer,,3.7,48355
1397,Porsche 718 Boxster roadster review,https://www.carbuyer.co.uk/porsche/718-boxster,Andy Goodwin,2023-07-28,Carbuyer,,4.3,58105
1398,Volkswagen Polo GTI hatchback review,https://www.carbuyer.co.uk/volkswagen/polo/polo-gti-hatchback,"Ben Custard, Charlie Harvey",2023-07-31,Carbuyer,,4.0,
1399,Ford Kuga Plug-in Hybrid SUV review,https://www.carbuyer.co.uk/ford/kuga/kuga-plug-in-hybrid,Sam Naylor,2023-08-01,Carbuyer,,4.1,
1400,Volkswagen Grand California review,https://www.carbuyer.co.uk/volkswagen/grand-california,Sam Naylor,2023-08-01,Carbuyer,,3.8,84391
1401,BMW X5 xDrive45e hybrid SUV review,https://www.carbuyer.co.uk/bmw/x5/x5-hybrid,Andy Goodwin,2023-08-03,Carbuyer,,4.0,
1402,BMW X5 xDrive45e hybrid SUV review,https://www.carbuyer.co.uk/bmw/x5/x5-xdrive45e-hybrid-suv,Andy Goodwin,2023-08-03,Carbuyer,,4.0,
1403,Toyota Aygo X hatchback review,https://www.carbuyer.co.uk/toyota/aygo-x,"Tom Jervis, Andy Goodwin",2023-08-04,Carbuyer,,3.8,
1404,Genesis Electrified GV70 SUV review,https://www.carbuyer.co.uk/genesis/gv70/electrified-gv70-suv,"Tom Jervis, Sam Naylor",2023-08-03,Carbuyer,,4.2,66495
1405,Lotus Eletre SUV review,https://www.carbuyer.co.uk/lotus/eletre,Andy Goodwin,2023-08-07,Carbuyer,,4.2,86885
1406,Jaguar F-Pace SUV review,https://www.carbuyer.co.uk/jaguar/f-pace,Richard Ingram,2023-08-11,Carbuyer,,4.3,
1407,BMW 5 Series Touring estate review,https://www.carbuyer.co.uk/bmw/5-series/5-series-touring-estate,Andy Goodwin,2023-08-15,Carbuyer,,4.8,54845
1408,Peugeot 208 hatchback review,https://www.carbuyer.co.uk/peugeot/208,Andy Goodwin,2023-08-15,Carbuyer,,4.2,
1409,Renault Kadjar SUV review (2015-2022),https://www.carbuyer.co.uk/renault/kadjar,"Ben Custard, Graham Hope",2023-08-16,Carbuyer,,3.3,
1410,SEAT Arona SUV review,https://www.carbuyer.co.uk/seat/arona,Andy Goodwin,2023-08-17,Carbuyer,,4.0,20395
1412,Volkswagen California review (2015-2024),https://www.carbuyer.co.uk/volkswagen/california/166068/volkswagen-california-review-2015-2024,"Richard Ingram, Andy Goodwin",2023-08-24,Carbuyer,,4.0,64820
1413,Lexus RX SUV review,https://www.carbuyer.co.uk/lexus/rx,"Tom Jervis, Andy Goodwin",2023-08-31,Carbuyer,,4.1,63655
1414,Mercedes EQS SUV review,https://www.carbuyer.co.uk/mercedes/eqs/eqs-suv,"Richard Ingram, Antony Ingram",2023-08-30,Carbuyer,,4.0,130060
1415,Toyota Hilux pickup review,https://www.carbuyer.co.uk/toyota/hilux,"Andy Goodwin, Antony Ingram",2023-09-05,Carbuyer,,3.7,
1416,"Skoda Fabia hatchback - MPG, running costs & CO2",https://www.carbuyer.co.uk/skoda/fabia/303411/skoda-fabia-hatchback-mpg-running-costs-co2,Andy Goodwin,2023-09-11,Carbuyer,,4.5,20410
1417,Skoda Fabia hatchback - Reliability & safety,https://www.carbuyer.co.uk/skoda/fabia/303415/skoda-fabia-hatchback-reliability-safety,Andy Goodwin,2023-09-11,Carbuyer,,4.5,20410
1418,"Skoda Fabia hatchback - Engines, drive & performance",https://www.carbuyer.co.uk/skoda/fabia/303412/skoda-fabia-hatchback-engines-drive-performance,Andy Goodwin,2023-09-11,Carbuyer,,4.0,20410
1419,Skoda Fabia hatchback - Practicality & boot space,https://www.carbuyer.co.uk/skoda/fabia/303414/skoda-fabia-hatchback-practicality-boot-space,Andy Goodwin,2023-09-11,Carbuyer,,5.0,20410
1420,Toyota GR86 coupe review,https://www.carbuyer.co.uk/toyota/gr86,Charlie Harvey,2023-09-11,Carbuyer,,4.3,
1421,Skoda Fabia hatchback - Interior & comfort,https://www.carbuyer.co.uk/skoda/fabia/303413/skoda-fabia-hatchback-interior-comfort,Andy Goodwin,2023-09-11,Carbuyer,,4.0,20410
1422,Toyota C-HR SUV review (2016-2023),https://www.carbuyer.co.uk/toyota/c-hr/155443/toyota-c-hr-suv-review-2016-2023,Charlie Harvey,2023-09-15,Carbuyer,,3.5,31440
1423,Audi A5 Sportback hatchback review (2017-2024),https://www.carbuyer.co.uk/audi/a5/a5-sportback-hatchback,Charlie Harvey,2023-09-21,Carbuyer,,3.7,
1424,Audi A5 Coupe review (2016-2024),https://www.carbuyer.co.uk/reviews/audi/a5/coupe/153948,Charlie Harvey,2023-09-22,Carbuyer,,3.5,
1425,BMW 2 Series Gran Coupe saloon review (2020-2024),https://www.carbuyer.co.uk/in-depth-reviews/171749/bmw-2-series-gran-coupe-saloon-review-2020-2024,Richard Ingram,2023-09-29,Carbuyer,,3.4,
1426,Ford Tourneo Connect review,https://www.carbuyer.co.uk/ford/tourneo-connect,Sam Naylor,2023-10-05,Carbuyer,,4.0,
1427,Audi TT Roadster convertible,https://www.carbuyer.co.uk/audi/tt/tt-roadster-convertible,Richard Ingram,2023-10-05,Carbuyer,,3.8,
1428,Volkswagen Tiguan review (2016-2024),https://www.carbuyer.co.uk/volkswagen/tiguan/152117/volkswagen-tiguan-review-2016-2024,Andy Goodwin,2023-10-09,Carbuyer,,3.7,36950
1429,Ford Tourneo Custom review (2013-2023),https://www.carbuyer.co.uk/ford/tourneo-custom/303758/ford-tourneo-custom-review-2013-2023,Ben Custard,2023-10-16,Carbuyer,,3.3,
1430,Ford Fiesta review (2017-2023),https://www.carbuyer.co.uk/ford/fiesta,Andy Goodwin,2023-10-16,Carbuyer,,3.4,20205
1431,Vauxhall Mokka Electric SUV review,https://www.carbuyer.co.uk/vauxhall/mokka/electric,Charlie Harvey,2023-10-16,Carbuyer,,3.8,
1432,Mercedes GLA SUV review,https://www.carbuyer.co.uk/mercedes/gla,"Ivan Aistrop, Andy Goodwin",2023-10-16,Carbuyer,,4.1,
1433,Ford Tourneo Custom review - the UK's best 9-seater?,https://www.carbuyer.co.uk/ford/tourneo-custom,"Antony Ingram, Dean Gibson",2023-10-24,Carbuyer,,4.3,
1434,Skoda Fabia vRS review (2010-2014),https://www.carbuyer.co.uk/skoda/fabia/fabia-vrs-hatchback,Richard Ingram,2023-10-16,Carbuyer,,3.0,
1435,Subaru Outback review - your favourite estate car,https://www.carbuyer.co.uk/subaru/outback,Antony Ingram,2023-10-26,Carbuyer,,3.6,
1436,Toyota Corolla Touring Sports estate review,https://www.carbuyer.co.uk/toyota/corolla/corolla-touring-sports-estate,Andy Goodwin,2023-11-07,Carbuyer,,4.2,31940
1437,Renault Arkana review - stylish and practical hybrid SUV,https://www.carbuyer.co.uk/renault/arkana,"Ivan Aistrop, Charlie Harvey",2023-10-31,Carbuyer,,3.9,
1438,Citroen C5 X hatchback review,https://www.carbuyer.co.uk/citroen/c5-x,Charlie Harvey,2023-11-08,Carbuyer,,4.0,
1439,Mercedes CLA review - are looks everything?,https://www.carbuyer.co.uk/mercedes/cla,"Andy Goodwin, Charlie Harvey",2023-11-15,Carbuyer,,3.8,
1440,Citroën C3 hatchback review (2017-2024),https://www.carbuyer.co.uk/citroen/c3/155098/citroen-c3-hatchback-review-2017-2024,"Ben Custard, Andy Goodwin",2023-11-13,Carbuyer,,3.1,18585
1441,"Peugeot E-208 review - stylish EV, but tight on space",https://www.carbuyer.co.uk/peugeot/e-208,"Andy Goodwin, John McIlroy",2023-11-23,Carbuyer,,4.0,30140
1442,BYD Atto 3 review - value packed electric SUV,https://www.carbuyer.co.uk/byd/atto-3,"Steve Fowler, Andy Goodwin",2023-11-24,Carbuyer,,3.9,37695
1443,BMW M2 review - BMW's most exciting car?,https://www.carbuyer.co.uk/bmw/2-series/m2-coupe,"Charlie Harvey, Alex Ingram",2023-12-05,Carbuyer,,4.2,67745
1444,Honda Civic Type R review - the ultimate hot hatch?,https://www.carbuyer.co.uk/honda/civic-type-r-hatchback,"Charlie Harvey, Sean Carson",2023-12-07,Carbuyer,,4.2,
1445,Vauxhall Astra Electric review - household name with an EV twist,https://www.carbuyer.co.uk/vauxhall/astra/electric,"Andy Goodwin, Alex Ingram",2023-12-06,Carbuyer,,3.9,34995
1446,"Vauxhall Corsa Electric review - cheap to run, but expensive to buy",https://www.carbuyer.co.uk/vauxhall/corsa/electric,"Antony Ingram, Charlie Harvey",2024-01-03,Carbuyer,,3.8,
1447,BMW X6 – the original Coupe-SUV,https://www.carbuyer.co.uk/bmw/x6,Andy Goodwin,2023-12-21,Carbuyer,,3.6,
1448,Peugeot 2008 review – more sophisticated than before,https://www.carbuyer.co.uk/peugeot/2008,Charlie Harvey,2024-01-10,Carbuyer,,4.1,28570
1449,Abarth 500e review - the most fun small EV?,https://www.carbuyer.co.uk/abarth/500e,"Richard Ingram, Andy Goodwin",2024-01-04,Carbuyer,,3.7,29975
1450,Toyota Supra review – the return of a legend,https://www.carbuyer.co.uk/toyota/supra,Andy Goodwin,2024-01-12,Carbuyer,,4.1,
1451,Audi Q8 e-tron Sportback review – a sleek and subtle electric SUV,https://www.carbuyer.co.uk/audi/q8-e-tron/q8-e-tron-sportback-suv,Charlie Harvey,2024-01-12,Carbuyer,,4.0,88890
1452,Mercedes EQE saloon – all the executive-EV you need?,https://www.carbuyer.co.uk/mercedes/eqe/saloon,Charlie Harvey,2024-01-10,Carbuyer,,3.8,69945
1453,Alfa Romeo Tonale review - the mid-size SUV with Italian flair,https://www.carbuyer.co.uk/alfa-romeo/tonale,Andy Goodwin,2024-01-15,Carbuyer,,3.8,38420
1454,Vauxhall Astra Sports Tourer review - versatile family estate,https://www.carbuyer.co.uk/vauxhall/astra/sports-tourer,"Charlie Harvey, Alex Ingram",2024-01-15,Carbuyer,,4.0,
1455,Smart #1 review - a desirable small electric SUV,https://www.carbuyer.co.uk/smart/1,"Andy Goodwin, Alex Ingram",2024-01-17,Carbuyer,,3.9,29950
1456,Skoda Kodiaq SUV review (2016-2024),https://www.carbuyer.co.uk/skoda/kodiaq/155446/skoda-kodiaq-suv-review-2016-2024,Charlie Harvey,2024-01-18,Carbuyer,,4.0,
1457,"Honda ZR-V review - great handling, but expensive",https://www.carbuyer.co.uk/honda/zr-v,Andy Goodwin,2024-01-22,Carbuyer,,3.8,35765
1458,Peugeot E-308 SW review - upmarket electric estate,https://www.carbuyer.co.uk/peugeot/e-308/sw,"Charlie Harvey, John McIlroy",2024-01-29,Carbuyer,,4.1,39150
1459,Peugeot E-308 review - spacious electric hatchback,https://www.carbuyer.co.uk/peugeot/e-308,Sam Naylor,2024-01-29,Carbuyer,,3.8,37950
1460,"Mercedes GLC Coupe review - sleek, but practicality suffers",https://www.carbuyer.co.uk/mercedes/glc/coupe,"Andy Goodwin, Alastair Crooks",2024-02-01,Carbuyer,,4.0,60485
1461,Volkswagen Taigo review – a cheap and economical coupe-SUV,https://www.carbuyer.co.uk/volkswagen/taigo,Charlie Harvey,2024-02-05,Carbuyer,,4.0,
1462,Land Rover Discovery Sport review - the family SUV for towing and off-roading,https://www.carbuyer.co.uk/land-rover/discovery-sport,"Charlie Harvey, Andy Goodwin",2024-02-07,Carbuyer,,4.0,44345
1463,Ford Galaxy review (2015-2023),https://www.carbuyer.co.uk/ford/galaxy,Richard Ingram,2024-02-08,Carbuyer,,3.4,
1464,"Mazda CX-5 review - a sleek, left-field family SUV",https://www.carbuyer.co.uk/mazda/cx-5,Charlie Harvey,2024-02-12,Carbuyer,,4.0,
1465,Hyundai i30 review – A worthy family hatchback,https://www.carbuyer.co.uk/hyundai/i30,Charlie Harvey,2024-02-16,Carbuyer,,4.1,
1466,Fisker Ocean review – mid-size electric SUV with quirky features,https://www.carbuyer.co.uk/fisker/ocean,"Richard Ingram, Andy Goodwin",2024-02-21,Carbuyer,,4.2,
1467,BMW X2 review – smart inside but without the polished BMW drive,https://www.carbuyer.co.uk/bmw/x2,Charlie Harvey,2024-02-28,Carbuyer,,3.9,42975
1468,Toyota Land Cruiser review (2009-2023),https://www.carbuyer.co.uk/toyota/land-cruiser/12152/toyota-land-cruiser-review-2009-2023,Ben Custard,2024-03-01,Carbuyer,,2.3,
1469,Mazda2 Hybrid review – an economical but unoriginal hybrid supermini,https://www.carbuyer.co.uk/mazda/2/hybrid,"Charlie Harvey, Alastair Crooks",2024-03-19,Carbuyer,,3.8,24435
1470,Ford Mondeo hatchback review (2014-2022),https://www.carbuyer.co.uk/ford/mondeo,Ben Custard,2024-03-08,Carbuyer,,3.3,
1471,SEAT Ibiza review - a stylish and spacious supermini,https://www.carbuyer.co.uk/seat/ibiza,Charlie Harvey,2024-03-20,Carbuyer,,4.2,20175
1472,"Kia Sportage review – a popular, economical hybrid SUV",https://www.carbuyer.co.uk/kia/sportage,Charlie Harvey,2024-03-22,Carbuyer,,4.2,29525
1473,"Alfa Romeo Stelvio Quadrifoglio review – a fast, fun-to-drive hot SUV",https://www.carbuyer.co.uk/alfa-romeo/stelvio/stelvio-quadrifoglio-suv,"Richard Ingram, Tom Gumbrell",2024-03-22,Carbuyer,,4.0,
1474,Dacia Sandero hatchback review,https://www.carbuyer.co.uk/dacia/sandero,Andy Goodwin,2024-03-26,Carbuyer,,4.0,14495
1475,Dacia Sandero Stepway review – a tough bargain supermini,https://www.carbuyer.co.uk/dacia/sandero/sandero-stepway-hatchback,"Andy Goodwin, Tom Gumbrell",2024-03-27,Carbuyer,,4.1,15795
1476,"Lexus LBX review - upmarket small SUV, but priced accordingly",https://www.carbuyer.co.uk/lexus/lbx,"John McIlroy, Andy Goodwin",2024-04-04,Carbuyer,,3.8,29790
1477,"DS 3 review – stylish small SUV, but lacks practicality",https://www.carbuyer.co.uk/ds/3-crossback,"Charlie Harvey, Andy Goodwin",2024-04-09,Carbuyer,,3.4,32680
1478,Volkswagen Touareg review – sublime interior but sedate to drive,https://www.carbuyer.co.uk/volkswagen/touareg,"Ivan Aistrop, Charlie Harvey",2024-04-11,Carbuyer,,4.0,
1479,Volkswagen T-Cross review – a well-equipped small SUV,https://www.carbuyer.co.uk/volkswagen/t-cross,"Charlie Harvey, Andy Goodwin",2024-04-15,Carbuyer,,4.1,25205
1480,Bentley Bentayga review – an opulent and comfortable SUV,https://www.carbuyer.co.uk/bentley/bentayga,"Richard Ingram, Andy Goodwin",2024-04-17,Carbuyer,,4.0,176845
1481,Honda Jazz review – an easy-to-drive hybrid supermini,https://www.carbuyer.co.uk/honda/jazz,Charlie Harvey,2024-04-19,Carbuyer,,4.1,27855
1482,Audi A3 Sportback review – the original premium hatchback,https://www.carbuyer.co.uk/audi/a3,Charlie Harvey,2024-04-22,Carbuyer,,4.2,29505
1483,Peugeot 3008 review - a great all-round family SUV (2017-2024),https://www.carbuyer.co.uk/peugeot/3008/155078/peugeot-3008-review-a-great-all-round-family-suv-2017-2024,"Charlie Harvey, Andy Goodwin",2024-04-22,Carbuyer,,3.8,36960
1484,Audi S3 Sportback review – now it’s fun as well as fast,https://www.carbuyer.co.uk/audi/s3,Andy Goodwin,2024-04-23,Carbuyer,,3.9,
1485,Skoda Karoq review – it ticks all the family SUV boxes,https://www.carbuyer.co.uk/skoda/karoq,Andy Goodwin,2024-04-24,Carbuyer,,4.3,37870
1486,"BMW M135i review – a fast and practical hot hatch, but lacks character",https://www.carbuyer.co.uk/bmw/1-series/m135i-hatchback,Charlie Harvey,2024-04-29,Carbuyer,,3.9,
1487,Hyundai i20 review – a fun-to-drive supermini with lots of tech,https://www.carbuyer.co.uk/hyundai/i20,Charlie Harvey,2024-05-01,Carbuyer,,3.9,21880
1488,Jeep Wrangler review – amazing off-roader with some compromises,https://www.carbuyer.co.uk/jeep/wrangler,"Andy Goodwin, Ellis Hyde",2024-04-29,Carbuyer,,3.0,
1489,Honda e:Ny1 review – a decent EV with a confusing name,https://www.carbuyer.co.uk/honda/eny1,"Andy Goodwin, Richard Ingram",2024-05-01,Carbuyer,,3.8,40650
1490,Jeep Grand Cherokee review – an unremarkable SUV with premium aspirations,https://www.carbuyer.co.uk/jeep/grand-cherokee/305627/jeep-grand-cherokee-review-an-unremarkable-suv-with-premium-aspirations,"Charlie Harvey, Ellis Hyde",2024-05-06,Carbuyer,,3.5,72874
1491,Hyundai i10 review - tech-filled and practical small car,https://www.carbuyer.co.uk/hyundai/i10,Andy Goodwin,2024-05-13,Carbuyer,,4.0,15880
